gene_name,in_ncg,in_civic,external_source_count,external_sources,max_external_evidence_score,consensus_label,consensus_confidence,high_confidence_label
TMEM65,False,False,0,,0.0,0,negative_candidate,0.0
PLPP6,False,False,0,,0.0,0,negative_candidate,0.0
ALDOA,True,False,1,NCG,1.0,1,single_source_positive,
PGS1,False,False,0,,0.0,0,negative_candidate,0.0
FBXO45,False,False,0,,0.0,0,negative_candidate,0.0
C1QTNF6,False,False,0,,0.0,0,negative_candidate,0.0
MCL1,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
POLR1C,False,False,0,,0.0,0,negative_candidate,0.0
HGS,False,False,0,,0.0,0,negative_candidate,0.0
TMBIM6,True,False,1,NCG,1.0,1,single_source_positive,
MCOLN1,False,False,0,,0.0,0,negative_candidate,0.0
SGSH,False,False,0,,0.0,0,negative_candidate,0.0
IGFL3,False,False,0,,0.0,0,negative_candidate,0.0
HOOK2,False,False,0,,0.0,0,negative_candidate,0.0
CISD2,False,False,0,,0.0,0,negative_candidate,0.0
FAM21FP,False,False,0,,0.0,0,negative_candidate,0.0
GOLPH3,False,False,0,,0.0,0,negative_candidate,0.0
PCGF2,False,False,0,,0.0,0,negative_candidate,0.0
SELENOO,False,False,0,,0.0,0,negative_candidate,0.0
ACO2,False,False,0,,0.0,0,negative_candidate,0.0
CDKL1,False,False,0,,0.0,0,negative_candidate,0.0
ENTPD3,False,False,0,,0.0,0,negative_candidate,0.0
GAS8,False,False,0,,0.0,0,negative_candidate,0.0
CA11,False,False,0,,0.0,0,negative_candidate,0.0
SLC20A1,False,False,0,,0.0,0,negative_candidate,0.0
CRHR1,False,False,0,,0.0,0,negative_candidate,0.0
LMNA,False,True,1,CIViC,1.0,1,single_source_positive,
FEM1C,False,False,0,,0.0,0,negative_candidate,0.0
ATP13A1,False,False,0,,0.0,0,negative_candidate,0.0
IFNA13,False,False,0,,0.0,0,negative_candidate,0.0
GPR150,False,False,0,,0.0,0,negative_candidate,0.0
KRT73,False,False,0,,0.0,0,negative_candidate,0.0
SREK1IP1,False,False,0,,0.0,0,negative_candidate,0.0
NNAT,False,False,0,,0.0,0,negative_candidate,0.0
RNASE7,False,False,0,,0.0,0,negative_candidate,0.0
TEK,False,True,1,CIViC,0.9,1,single_source_positive,
GLT6D1,False,False,0,,0.0,0,negative_candidate,0.0
CRCT1,False,False,0,,0.0,0,negative_candidate,0.0
NDUFV3,False,False,0,,0.0,0,negative_candidate,0.0
S100A13,False,False,0,,0.0,0,negative_candidate,0.0
ETFDH,False,False,0,,0.0,0,negative_candidate,0.0
AMIGO3,False,False,0,,0.0,0,negative_candidate,0.0
PODNL1,True,False,1,NCG,1.0,1,single_source_positive,
GPR153,False,False,0,,0.0,0,negative_candidate,0.0
LINC01588,False,False,0,,0.0,0,negative_candidate,0.0
KLHDC3,False,False,0,,0.0,0,negative_candidate,0.0
RBM4B,False,False,0,,0.0,0,negative_candidate,0.0
MIR505,False,False,0,,0.0,0,negative_candidate,0.0
C17ORF98,False,False,0,,0.0,0,negative_candidate,0.0
RPL36A,False,False,0,,0.0,0,negative_candidate,0.0
TMEM120B,False,False,0,,0.0,0,negative_candidate,0.0
C17ORF64,False,False,0,,0.0,0,negative_candidate,0.0
SDHA,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
SSPOP,False,False,0,,0.0,0,negative_candidate,0.0
ABCD1,True,False,1,NCG,1.0,1,single_source_positive,
FLOT2,False,False,0,,0.0,0,negative_candidate,0.0
SNORD114-19,False,False,0,,0.0,0,negative_candidate,0.0
ABHD16A,False,False,0,,0.0,0,negative_candidate,0.0
ARHGAP42,False,False,0,,0.0,0,negative_candidate,0.0
PMP22,False,False,0,,0.0,0,negative_candidate,0.0
ASNS,False,True,1,CIViC,1.0,1,single_source_positive,
CT45A9,False,False,0,,0.0,0,negative_candidate,0.0
PLA2G5,False,False,0,,0.0,0,negative_candidate,0.0
DGKQ,False,False,0,,0.0,0,negative_candidate,0.0
BCL7A,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
SLC25A3,False,False,0,,0.0,0,negative_candidate,0.0
FXYD4,False,False,0,,0.0,0,negative_candidate,0.0
ARFRP1,False,False,0,,0.0,0,negative_candidate,0.0
FAM193B,False,False,0,,0.0,0,negative_candidate,0.0
RTEL1,False,False,0,,0.0,0,negative_candidate,0.0
ABHD11,False,False,0,,0.0,0,negative_candidate,0.0
AC011455.2,False,False,0,,0.0,0,negative_candidate,0.0
TMEM192,False,False,0,,0.0,0,negative_candidate,0.0
CCDC189,False,False,0,,0.0,0,negative_candidate,0.0
WNT6,False,True,1,CIViC,0.9,1,single_source_positive,
MAN2A2,False,False,0,,0.0,0,negative_candidate,0.0
GTF2H2B,False,False,0,,0.0,0,negative_candidate,0.0
S1PR2,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
CCR7,True,False,1,NCG,1.0,1,single_source_positive,
FKBP15,False,False,0,,0.0,0,negative_candidate,0.0
LRRFIP1,False,False,0,,0.0,0,negative_candidate,0.0
KRT84,True,False,1,NCG,1.0,1,single_source_positive,
RINL,True,False,1,NCG,1.0,1,single_source_positive,
DHRS4,False,False,0,,0.0,0,negative_candidate,0.0
OR1D2,False,False,0,,0.0,0,negative_candidate,0.0
AGAP7P,False,False,0,,0.0,0,negative_candidate,0.0
OR2T35,True,False,1,NCG,1.0,1,single_source_positive,
BNIP2,False,False,0,,0.0,0,negative_candidate,0.0
THUMPD1,False,False,0,,0.0,0,negative_candidate,0.0
CCNJ,False,False,0,,0.0,0,negative_candidate,0.0
CARD10,True,False,1,NCG,1.0,1,single_source_positive,
ISCA1P1,False,False,0,,0.0,0,negative_candidate,0.0
IL17RB,False,False,0,,0.0,0,negative_candidate,0.0
MANEAL,False,False,0,,0.0,0,negative_candidate,0.0
SELENOH,False,False,0,,0.0,0,negative_candidate,0.0
EME2,False,False,0,,0.0,0,negative_candidate,0.0
TMEM107,False,False,0,,0.0,0,negative_candidate,0.0
VPS51,True,False,1,NCG,1.0,1,single_source_positive,
RAB36,False,False,0,,0.0,0,negative_candidate,0.0
COPS9,False,False,0,,0.0,0,negative_candidate,0.0
CSH2,False,False,0,,0.0,0,negative_candidate,0.0
ATAD3C,False,False,0,,0.0,0,negative_candidate,0.0
PAQR4,False,False,0,,0.0,0,negative_candidate,0.0
TBC1D2B,False,False,0,,0.0,0,negative_candidate,0.0
LY6G6F-LY6G6D,False,False,0,,0.0,0,negative_candidate,0.0
OR6C3,False,False,0,,0.0,0,negative_candidate,0.0
PHB2,False,False,0,,0.0,0,negative_candidate,0.0
MXD1,False,False,0,,0.0,0,negative_candidate,0.0
CD7,False,False,0,,0.0,0,negative_candidate,0.0
SPAG11A,False,False,0,,0.0,0,negative_candidate,0.0
OTUD5,False,False,0,,0.0,0,negative_candidate,0.0
ENG,False,False,0,,0.0,0,negative_candidate,0.0
CSF2,False,False,0,,0.0,0,negative_candidate,0.0
IGKV1-13,False,False,0,,0.0,0,negative_candidate,0.0
IGLJ7,False,False,0,,0.0,0,negative_candidate,0.0
SUGT1P4-STRA6LP,False,False,0,,0.0,0,negative_candidate,0.0
NSL1,False,False,0,,0.0,0,negative_candidate,0.0
CYP2C8,True,False,1,NCG,1.0,1,single_source_positive,
MTFMT,False,False,0,,0.0,0,negative_candidate,0.0
CYP2J2,False,False,0,,0.0,0,negative_candidate,0.0
HNRNPL,True,False,1,NCG,1.0,1,single_source_positive,
TMEM237,False,False,0,,0.0,0,negative_candidate,0.0
WDR76,False,False,0,,0.0,0,negative_candidate,0.0
TXNRD3,False,False,0,,0.0,0,negative_candidate,0.0
STAG3L4,False,False,0,,0.0,0,negative_candidate,0.0
ADCY4,False,False,0,,0.0,0,negative_candidate,0.0
TMEM176A,False,False,0,,0.0,0,negative_candidate,0.0
IGHG1,False,False,0,,0.0,0,negative_candidate,0.0
KAT5,False,False,0,,0.0,0,negative_candidate,0.0
SARAF,False,False,0,,0.0,0,negative_candidate,0.0
MT1A,False,False,0,,0.0,0,negative_candidate,0.0
RCCD1,False,False,0,,0.0,0,negative_candidate,0.0
DCTN4,False,False,0,,0.0,0,negative_candidate,0.0
C3P1,False,False,0,,0.0,0,negative_candidate,0.0
OR4F17,False,False,0,,0.0,0,negative_candidate,0.0
C9ORF131,False,False,0,,0.0,0,negative_candidate,0.0
MYADM,False,False,0,,0.0,0,negative_candidate,0.0
PLEKHA8P1,False,False,0,,0.0,0,negative_candidate,0.0
IL23A,False,False,0,,0.0,0,negative_candidate,0.0
TTLL13P,False,False,0,,0.0,0,negative_candidate,0.0
UQCC3,False,False,0,,0.0,0,negative_candidate,0.0
C9ORF163,False,False,0,,0.0,0,negative_candidate,0.0
FCN3,False,False,0,,0.0,0,negative_candidate,0.0
CSNK1G2,False,False,0,,0.0,0,negative_candidate,0.0
ABHD5,False,False,0,,0.0,0,negative_candidate,0.0
TMEM120A,False,False,0,,0.0,0,negative_candidate,0.0
TEPP,False,False,0,,0.0,0,negative_candidate,0.0
PEX11G,False,False,0,,0.0,0,negative_candidate,0.0
OR7A17,False,False,0,,0.0,0,negative_candidate,0.0
DEFB106B,False,False,0,,0.0,0,negative_candidate,0.0
CDC42EP4,False,False,0,,0.0,0,negative_candidate,0.0
KRTAP17-1,False,False,0,,0.0,0,negative_candidate,0.0
NTPCR,False,False,0,,0.0,0,negative_candidate,0.0
SPATA45,False,False,0,,0.0,0,negative_candidate,0.0
NAA10,False,False,0,,0.0,0,negative_candidate,0.0
POLDIP3,True,False,1,NCG,1.0,1,single_source_positive,
ASIP,False,False,0,,0.0,0,negative_candidate,0.0
PKDCC,False,False,0,,0.0,0,negative_candidate,0.0
DLEU7,False,False,0,,0.0,0,negative_candidate,0.0
BSCL2,False,False,0,,0.0,0,negative_candidate,0.0
BTN2A3P,False,False,0,,0.0,0,negative_candidate,0.0
NXF5,False,False,0,,0.0,0,negative_candidate,0.0
GID8,False,False,0,,0.0,0,negative_candidate,0.0
RWDD2A,False,False,0,,0.0,0,negative_candidate,0.0
NHLRC1,False,False,0,,0.0,0,negative_candidate,0.0
DHRS11,False,False,0,,0.0,0,negative_candidate,0.0
ARG2,False,False,0,,0.0,0,negative_candidate,0.0
MIR1303,False,False,0,,0.0,0,negative_candidate,0.0
GDPD1,False,False,0,,0.0,0,negative_candidate,0.0
MIR573,False,False,0,,0.0,0,negative_candidate,0.0
SNORD114-16,False,False,0,,0.0,0,negative_candidate,0.0
LRFN4,False,False,0,,0.0,0,negative_candidate,0.0
ATPAF2,False,False,0,,0.0,0,negative_candidate,0.0
RLN1,False,False,0,,0.0,0,negative_candidate,0.0
AP000311.1,False,False,0,,0.0,0,negative_candidate,0.0
NEDD9,False,True,1,CIViC,1.0,1,single_source_positive,
PTGES3L-AARSD1,False,False,0,,0.0,0,negative_candidate,0.0
GABPB2,False,False,0,,0.0,0,negative_candidate,0.0
SLC35D2,False,False,0,,0.0,0,negative_candidate,0.0
AL441992.2,False,False,0,,0.0,0,negative_candidate,0.0
ZNF101,False,False,0,,0.0,0,negative_candidate,0.0
GALNS,True,False,1,NCG,1.0,1,single_source_positive,
GOLGA8A,False,False,0,,0.0,0,negative_candidate,0.0
GIT1,False,False,0,,0.0,0,negative_candidate,0.0
LMF1,False,False,0,,0.0,0,negative_candidate,0.0
ST6GALNAC2,False,False,0,,0.0,0,negative_candidate,0.0
GLRXP3,False,False,0,,0.0,0,negative_candidate,0.0
APOBEC3F,False,False,0,,0.0,0,negative_candidate,0.0
AC093525.2,False,False,0,,0.0,0,negative_candidate,0.0
POMGNT2,False,False,0,,0.0,0,negative_candidate,0.0
AC008676.3,False,False,0,,0.0,0,negative_candidate,0.0
AC132217.2,False,False,0,,0.0,0,negative_candidate,0.0
FAM24A,False,False,0,,0.0,0,negative_candidate,0.0
ETNK2,False,False,0,,0.0,0,negative_candidate,0.0
LKAAEAR1,False,False,0,,0.0,0,negative_candidate,0.0
ZNF658B,False,False,0,,0.0,0,negative_candidate,0.0
C4ORF19,False,False,0,,0.0,0,negative_candidate,0.0
CLASRP,False,False,0,,0.0,0,negative_candidate,0.0
DDX3Y,False,False,0,,0.0,0,negative_candidate,0.0
DCANP1,False,False,0,,0.0,0,negative_candidate,0.0
XAB2,False,False,0,,0.0,0,negative_candidate,0.0
C2ORF15,False,False,0,,0.0,0,negative_candidate,0.0
DBP,False,True,1,CIViC,0.9,1,single_source_positive,
SGSM3,False,False,0,,0.0,0,negative_candidate,0.0
HSPBAP1,False,False,0,,0.0,0,negative_candidate,0.0
TRAV9-1,False,False,0,,0.0,0,negative_candidate,0.0
SOX18,False,False,0,,0.0,0,negative_candidate,0.0
AC104452.1,False,False,0,,0.0,0,negative_candidate,0.0
RMDN2,False,False,0,,0.0,0,negative_candidate,0.0
PROK2,False,False,0,,0.0,0,negative_candidate,0.0
TLE6,False,False,0,,0.0,0,negative_candidate,0.0
APOM,False,False,0,,0.0,0,negative_candidate,0.0
RPS10-NUDT3,False,False,0,,0.0,0,negative_candidate,0.0
VPS26C,False,False,0,,0.0,0,negative_candidate,0.0
AC126283.2,False,False,0,,0.0,0,negative_candidate,0.0
AC098582.1,False,False,0,,0.0,0,negative_candidate,0.0
ADM,False,False,0,,0.0,0,negative_candidate,0.0
ZFHX4,True,False,1,NCG,1.0,1,single_source_positive,
ALMS1P1,False,False,0,,0.0,0,negative_candidate,0.0
AC004922.1,False,False,0,,0.0,0,negative_candidate,0.0
PLCD3,False,False,0,,0.0,0,negative_candidate,0.0
FUT4,False,False,0,,0.0,0,negative_candidate,0.0
FOLH1B,False,False,0,,0.0,0,negative_candidate,0.0
GLTPD2,False,False,0,,0.0,0,negative_candidate,0.0
FBXO36,False,False,0,,0.0,0,negative_candidate,0.0
SNORD113-9,False,False,0,,0.0,0,negative_candidate,0.0
MORF4,False,False,0,,0.0,0,negative_candidate,0.0
METTL8,False,False,0,,0.0,0,negative_candidate,0.0
RHEBL1,False,False,0,,0.0,0,negative_candidate,0.0
C12ORF54,False,False,0,,0.0,0,negative_candidate,0.0
PRSS54,False,False,0,,0.0,0,negative_candidate,0.0
DSTN,False,False,0,,0.0,0,negative_candidate,0.0
HLA-L,False,False,0,,0.0,0,negative_candidate,0.0
RPS3A,True,False,1,NCG,1.0,1,single_source_positive,
NDRG2,False,False,0,,0.0,0,negative_candidate,0.0
AC013489.1,False,False,0,,0.0,0,negative_candidate,0.0
INS-IGF2,False,False,0,,0.0,0,negative_candidate,0.0
ICAM3,True,False,1,NCG,1.0,1,single_source_positive,
RPL19,False,False,0,,0.0,0,negative_candidate,0.0
EFNA1,False,False,0,,0.0,0,negative_candidate,0.0
POLD4,False,False,0,,0.0,0,negative_candidate,0.0
RPS7,False,False,0,,0.0,0,negative_candidate,0.0
FAM24B,False,False,0,,0.0,0,negative_candidate,0.0
FCER1G,False,False,0,,0.0,0,negative_candidate,0.0
GSTT2,False,False,0,,0.0,0,negative_candidate,0.0
LINC00922,False,False,0,,0.0,0,negative_candidate,0.0
SSU72P8,False,False,0,,0.0,0,negative_candidate,0.0
CEP295,False,False,0,,0.0,0,negative_candidate,0.0
GDI2,False,False,0,,0.0,0,negative_candidate,0.0
CD300LD,False,False,0,,0.0,0,negative_candidate,0.0
CAPNS1,False,False,0,,0.0,0,negative_candidate,0.0
RPL23A,False,False,0,,0.0,0,negative_candidate,0.0
Z84488.1,False,False,0,,0.0,0,negative_candidate,0.0
ZNF816-ZNF321P,False,False,0,,0.0,0,negative_candidate,0.0
CAMKMT,False,False,0,,0.0,0,negative_candidate,0.0
ARCN1,False,False,0,,0.0,0,negative_candidate,0.0
FGFR1,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
CDC42EP1,False,False,0,,0.0,0,negative_candidate,0.0
IFITM1,False,False,0,,0.0,0,negative_candidate,0.0
CITED2,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
TIRAP,False,False,0,,0.0,0,negative_candidate,0.0
CES4A,False,False,0,,0.0,0,negative_candidate,0.0
ST3GAL1,False,False,0,,0.0,0,negative_candidate,0.0
TUBB7P,False,False,0,,0.0,0,negative_candidate,0.0
LCE1A,False,False,0,,0.0,0,negative_candidate,0.0
CLN3,False,False,0,,0.0,0,negative_candidate,0.0
TRIM6-TRIM34,False,False,0,,0.0,0,negative_candidate,0.0
AL117348.2,False,False,0,,0.0,0,negative_candidate,0.0
PTPRCAP,False,False,0,,0.0,0,negative_candidate,0.0
AC004832.3,False,False,0,,0.0,0,negative_candidate,0.0
LY75-CD302,False,False,0,,0.0,0,negative_candidate,0.0
RBAK-RBAKDN,False,False,0,,0.0,0,negative_candidate,0.0
EVA1B,False,False,0,,0.0,0,negative_candidate,0.0
TRIM59,False,False,0,,0.0,0,negative_candidate,0.0
NHLH2,False,False,0,,0.0,0,negative_candidate,0.0
AURKAIP1,False,False,0,,0.0,0,negative_candidate,0.0
EXO5,False,False,0,,0.0,0,negative_candidate,0.0
MRPS18B,False,False,0,,0.0,0,negative_candidate,0.0
TRAPPC1,False,False,0,,0.0,0,negative_candidate,0.0
PPP4C,True,False,1,NCG,1.0,1,single_source_positive,
AP4S1,False,False,0,,0.0,0,negative_candidate,0.0
SNORD114-24,False,False,0,,0.0,0,negative_candidate,0.0
VSX2,True,False,1,NCG,1.0,1,single_source_positive,
HMGB2,False,False,0,,0.0,0,negative_candidate,0.0
FAM163B,False,False,0,,0.0,0,negative_candidate,0.0
EIF4H,False,False,0,,0.0,0,negative_candidate,0.0
TPM4,False,True,1,CIViC,0.9,1,single_source_positive,
SAMD5,False,False,0,,0.0,0,negative_candidate,0.0
TNFSF12-TNFSF13,False,False,0,,0.0,0,negative_candidate,0.0
TREX1,False,False,0,,0.0,0,negative_candidate,0.0
AC018630.4,False,False,0,,0.0,0,negative_candidate,0.0
GIMAP1-GIMAP5,False,False,0,,0.0,0,negative_candidate,0.0
ABCF2-H2BE1,False,False,0,,0.0,0,negative_candidate,0.0
AC105001.2,False,False,0,,0.0,0,negative_candidate,0.0
AL031681.2,False,False,0,,0.0,0,negative_candidate,0.0
MSANTD3-TMEFF1,False,False,0,,0.0,0,negative_candidate,0.0
AC139530.2,False,False,0,,0.0,0,negative_candidate,0.0
OVCA2,False,False,0,,0.0,0,negative_candidate,0.0
CALHM6,True,False,1,NCG,1.0,1,single_source_positive,
RBFA,False,False,0,,0.0,0,negative_candidate,0.0
CRIP2,False,False,0,,0.0,0,negative_candidate,0.0
AC097636.1,False,False,0,,0.0,0,negative_candidate,0.0
B3GNTL1,False,False,0,,0.0,0,negative_candidate,0.0
ATP1B3,False,False,0,,0.0,0,negative_candidate,0.0
CIRBP,False,False,0,,0.0,0,negative_candidate,0.0
HS3ST3B1,False,False,0,,0.0,0,negative_candidate,0.0
FAM153B,False,False,0,,0.0,0,negative_candidate,0.0
RAB34,False,False,0,,0.0,0,negative_candidate,0.0
HMGN4,False,False,0,,0.0,0,negative_candidate,0.0
PLA2G2E,False,False,0,,0.0,0,negative_candidate,0.0
TMED6,False,False,0,,0.0,0,negative_candidate,0.0
PRR12,False,False,0,,0.0,0,negative_candidate,0.0
SNORD113-5,False,False,0,,0.0,0,negative_candidate,0.0
TBL2,True,False,1,NCG,1.0,1,single_source_positive,
FOXD4L6,False,False,0,,0.0,0,negative_candidate,0.0
RAD23A,False,False,0,,0.0,0,negative_candidate,0.0
PARP10,False,False,0,,0.0,0,negative_candidate,0.0
FGF8,False,False,0,,0.0,0,negative_candidate,0.0
CCDC163,False,False,0,,0.0,0,negative_candidate,0.0
REPS1,False,False,0,,0.0,0,negative_candidate,0.0
TTLL8,False,False,0,,0.0,0,negative_candidate,0.0
MIR656,False,False,0,,0.0,0,negative_candidate,0.0
MAOB,False,False,0,,0.0,0,negative_candidate,0.0
TAF6L,False,False,0,,0.0,0,negative_candidate,0.0
VIPR1,False,False,0,,0.0,0,negative_candidate,0.0
ZNF137P,False,False,0,,0.0,0,negative_candidate,0.0
PRMT1,False,False,0,,0.0,0,negative_candidate,0.0
H2BC18,False,False,0,,0.0,0,negative_candidate,0.0
CSH1,True,False,1,NCG,1.0,1,single_source_positive,
COPS7A,False,False,0,,0.0,0,negative_candidate,0.0
MDS2,False,False,0,,0.0,0,negative_candidate,0.0
MFSD4B,False,False,0,,0.0,0,negative_candidate,0.0
TPD52L3,False,False,0,,0.0,0,negative_candidate,0.0
FZD4,False,False,0,,0.0,0,negative_candidate,0.0
CCN5,False,False,0,,0.0,0,negative_candidate,0.0
UPF1,False,False,0,,0.0,0,negative_candidate,0.0
SAMD11,False,False,0,,0.0,0,negative_candidate,0.0
IGLC2,False,False,0,,0.0,0,negative_candidate,0.0
BAGE2,True,False,1,NCG,1.0,1,single_source_positive,
SREBF2,False,False,0,,0.0,0,negative_candidate,0.0
EIF5,False,False,0,,0.0,0,negative_candidate,0.0
ZNF749,False,False,0,,0.0,0,negative_candidate,0.0
AQP11,False,False,0,,0.0,0,negative_candidate,0.0
HTRA3,False,False,0,,0.0,0,negative_candidate,0.0
FAM153CP,False,False,0,,0.0,0,negative_candidate,0.0
TP53AIP1,False,False,0,,0.0,0,negative_candidate,0.0
RBM44,False,False,0,,0.0,0,negative_candidate,0.0
PARGP1,False,False,0,,0.0,0,negative_candidate,0.0
SSX6P,False,False,0,,0.0,0,negative_candidate,0.0
AL590867.2,False,False,0,,0.0,0,negative_candidate,0.0
AL592490.1,False,False,0,,0.0,0,negative_candidate,0.0
TLX2,False,False,0,,0.0,0,negative_candidate,0.0
IMMP1L,False,False,0,,0.0,0,negative_candidate,0.0
ACSS2,False,False,0,,0.0,0,negative_candidate,0.0
CCDC32,False,False,0,,0.0,0,negative_candidate,0.0
CTBS,False,False,0,,0.0,0,negative_candidate,0.0
SIDT2,False,False,0,,0.0,0,negative_candidate,0.0
LY6G5C,False,False,0,,0.0,0,negative_candidate,0.0
TMEM38A,False,False,0,,0.0,0,negative_candidate,0.0
ISCU,False,False,0,,0.0,0,negative_candidate,0.0
TMEM121,False,False,0,,0.0,0,negative_candidate,0.0
TNFRSF1B,True,False,1,NCG,1.0,1,single_source_positive,
IER2,False,False,0,,0.0,0,negative_candidate,0.0
CTRL,False,False,0,,0.0,0,negative_candidate,0.0
DDX41,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
MIR548I2,False,False,0,,0.0,0,negative_candidate,0.0
SLC7A6OS,True,False,1,NCG,1.0,1,single_source_positive,
POLR2H,False,False,0,,0.0,0,negative_candidate,0.0
FRMPD2B,False,False,0,,0.0,0,negative_candidate,0.0
SCARB2,False,False,0,,0.0,0,negative_candidate,0.0
RNPS1,False,False,0,,0.0,0,negative_candidate,0.0
APOF,False,False,0,,0.0,0,negative_candidate,0.0
CCDC105,False,False,0,,0.0,0,negative_candidate,0.0
SPNS1,False,False,0,,0.0,0,negative_candidate,0.0
PTCD2,False,False,0,,0.0,0,negative_candidate,0.0
NDUFB8,False,False,0,,0.0,0,negative_candidate,0.0
DEFB124,False,False,0,,0.0,0,negative_candidate,0.0
C1QTNF7,False,False,0,,0.0,0,negative_candidate,0.0
ZNF821,False,False,0,,0.0,0,negative_candidate,0.0
VAULT,False,False,0,,0.0,0,negative_candidate,0.0
PRPH,False,False,0,,0.0,0,negative_candidate,0.0
ICAM1,False,False,0,,0.0,0,negative_candidate,0.0
LCN12,False,False,0,,0.0,0,negative_candidate,0.0
GGA2,False,False,0,,0.0,0,negative_candidate,0.0
CCL26,True,False,1,NCG,1.0,1,single_source_positive,
TEAD2,False,False,0,,0.0,0,negative_candidate,0.0
EEF1AKMT4-ECE2,False,False,0,,0.0,0,negative_candidate,0.0
EID2B,False,False,0,,0.0,0,negative_candidate,0.0
DELEC1,False,False,0,,0.0,0,negative_candidate,0.0
AHCY,False,False,0,,0.0,0,negative_candidate,0.0
KCNK3,False,False,0,,0.0,0,negative_candidate,0.0
TRIM41,False,False,0,,0.0,0,negative_candidate,0.0
C16ORF86,False,False,0,,0.0,0,negative_candidate,0.0
PRR22,False,False,0,,0.0,0,negative_candidate,0.0
AUP1,False,False,0,,0.0,0,negative_candidate,0.0
WASF4P,False,False,0,,0.0,0,negative_candidate,0.0
PITPNB,False,False,0,,0.0,0,negative_candidate,0.0
QPCTL,False,False,0,,0.0,0,negative_candidate,0.0
IDS,False,False,0,,0.0,0,negative_candidate,0.0
MTIF3,False,False,0,,0.0,0,negative_candidate,0.0
KCNIP4,False,False,0,,0.0,0,negative_candidate,0.0
AC008397.2,False,False,0,,0.0,0,negative_candidate,0.0
FAM71C,False,False,0,,0.0,0,negative_candidate,0.0
ANO8,False,False,0,,0.0,0,negative_candidate,0.0
NKG7,False,False,0,,0.0,0,negative_candidate,0.0
SORBS3,False,False,0,,0.0,0,negative_candidate,0.0
TBCE,False,False,0,,0.0,0,negative_candidate,0.0
OR5R1,False,False,0,,0.0,0,negative_candidate,0.0
STK25,False,False,0,,0.0,0,negative_candidate,0.0
PNMT,False,False,0,,0.0,0,negative_candidate,0.0
LGI4,False,False,0,,0.0,0,negative_candidate,0.0
MIR365A,False,False,0,,0.0,0,negative_candidate,0.0
CEACAM16,False,False,0,,0.0,0,negative_candidate,0.0
LCE4A,True,False,1,NCG,1.0,1,single_source_positive,
NUPR1,False,False,0,,0.0,0,negative_candidate,0.0
ADAT3,False,False,0,,0.0,0,negative_candidate,0.0
PRR35,False,False,0,,0.0,0,negative_candidate,0.0
CMC4,False,False,0,,0.0,0,negative_candidate,0.0
BCL2A1,False,False,0,,0.0,0,negative_candidate,0.0
RPP14,False,False,0,,0.0,0,negative_candidate,0.0
NPEPL1,False,False,0,,0.0,0,negative_candidate,0.0
CA7,False,False,0,,0.0,0,negative_candidate,0.0
KLK9,False,False,0,,0.0,0,negative_candidate,0.0
KRT18P55,False,False,0,,0.0,0,negative_candidate,0.0
METTL7A,True,False,1,NCG,1.0,1,single_source_positive,
GALNT9,False,False,0,,0.0,0,negative_candidate,0.0
BIVM-ERCC5,False,False,0,,0.0,0,negative_candidate,0.0
AC109583.1,False,False,0,,0.0,0,negative_candidate,0.0
NOMO3,False,False,0,,0.0,0,negative_candidate,0.0
RPL13A,True,False,1,NCG,1.0,1,single_source_positive,
LY6H,False,False,0,,0.0,0,negative_candidate,0.0
CLCA3P,False,False,0,,0.0,0,negative_candidate,0.0
CHKB,True,False,1,NCG,1.0,1,single_source_positive,
RNF217-AS1,False,False,0,,0.0,0,negative_candidate,0.0
LINC02210-CRHR1,False,False,0,,0.0,0,negative_candidate,0.0
TMEM204,False,False,0,,0.0,0,negative_candidate,0.0
FCGR2C,False,False,0,,0.0,0,negative_candidate,0.0
KLF1,False,False,0,,0.0,0,negative_candidate,0.0
SARM1,False,False,0,,0.0,0,negative_candidate,0.0
SPINT1,False,False,0,,0.0,0,negative_candidate,0.0
TLCD5,False,False,0,,0.0,0,negative_candidate,0.0
MIR760,False,False,0,,0.0,0,negative_candidate,0.0
VSIG8,False,False,0,,0.0,0,negative_candidate,0.0
PSMD4,False,True,1,CIViC,0.9,1,single_source_positive,
PROSER2,False,False,0,,0.0,0,negative_candidate,0.0
MIR545,False,False,0,,0.0,0,negative_candidate,0.0
NQO1,False,True,1,CIViC,1.0,1,single_source_positive,
NBPF25P,False,False,0,,0.0,0,negative_candidate,0.0
NEURL3,False,False,0,,0.0,0,negative_candidate,0.0
MIR99A,False,False,0,,0.0,0,negative_candidate,0.0
GGNBP1,False,False,0,,0.0,0,negative_candidate,0.0
AC100868.1,False,False,0,,0.0,0,negative_candidate,0.0
IGHV3-7,False,False,0,,0.0,0,negative_candidate,0.0
AP2B1,False,False,0,,0.0,0,negative_candidate,0.0
CLDND2,False,False,0,,0.0,0,negative_candidate,0.0
ELOB,False,False,0,,0.0,0,negative_candidate,0.0
IGHV1-3,False,False,0,,0.0,0,negative_candidate,0.0
